,number,value,datetime_start,datetime_complete,duration,params_voltage,params_width,params_x,params_y,params_z,state
1760,1760,0.6875,2026-04-04 23:26:37.902960,2026-04-04 23:26:44.577863,0 days 00:00:06.674903,361,1,118.4,152.2,0.59,COMPLETE
1761,1761,0.6875,2026-04-04 23:26:44.591100,2026-04-04 23:26:51.681116,0 days 00:00:07.090016,303,1,121.1,151.4,0.8,COMPLETE
1762,1762,0.6875,2026-04-04 23:26:51.694274,2026-04-04 23:26:58.489563,0 days 00:00:06.795289,306,1,120.6,155.3,0.38,COMPLETE
1763,1763,0.6875,2026-04-04 23:26:58.499690,2026-04-04 23:27:05.026090,0 days 00:00:06.526400,301,1,119.7,155.0,0.68,COMPLETE
1764,1764,0.6875,2026-04-04 23:27:05.039332,2026-04-04 23:27:12.264560,0 days 00:00:07.225228,195,2,116.0,159.9,0.9400000000000001,COMPLETE
1765,1765,0.825,2026-04-04 23:27:12.276267,2026-04-04 23:27:46.525852,0 days 00:00:34.249585,273,2,119.6,156.1,0.39,COMPLETE
1766,1766,0.825,2026-04-04 23:27:46.535798,2026-04-04 23:28:20.326367,0 days 00:00:33.790569,304,1,119.6,155.5,0.46,COMPLETE
1767,1767,0.6875,2026-04-04 23:28:20.339563,2026-04-04 23:28:27.066269,0 days 00:00:06.726706,301,1,120.0,153.8,0.3,COMPLETE
1768,1768,0.825,2026-04-04 23:28:27.079600,2026-04-04 23:29:00.765568,0 days 00:00:33.685968,390,1,118.9,154.1,0.1,COMPLETE
1769,1769,0.6875,2026-04-04 23:29:00.775987,2026-04-04 23:29:07.542084,0 days 00:00:06.766097,390,1,117.9,155.3,0.8300000000000001,COMPLETE
1770,1770,0.6875,2026-04-04 23:29:07.555813,2026-04-04 23:29:14.275538,0 days 00:00:06.719725,348,1,120.9,153.2,0.44,COMPLETE
1771,1771,0.825,2026-04-04 23:29:14.288522,2026-04-04 23:29:48.128269,0 days 00:00:33.839747,365,1,118.3,155.1,0.64,COMPLETE
1772,1772,0.6875,2026-04-04 23:29:48.141606,2026-04-04 23:29:54.843916,0 days 00:00:06.702310,498,1,115.8,156.4,0.96,COMPLETE
1773,1773,0.6875,2026-04-04 23:29:54.856883,2026-04-04 23:30:01.672292,0 days 00:00:06.815409,488,1,113.2,152.3,0.92,COMPLETE
1774,1774,0.825,2026-04-04 23:30:01.685270,2026-04-04 23:30:36.519027,0 days 00:00:34.833757,319,1,119.3,155.9,0.07,COMPLETE
1775,1775,0.6875,2026-04-04 23:30:36.528109,2026-04-04 23:30:43.419479,0 days 00:00:06.891370,259,2,118.5,157.9,0.97,COMPLETE
1776,1776,0.6875,2026-04-04 23:30:43.432935,2026-04-04 23:30:50.366560,0 days 00:00:06.933625,250,1,117.6,152.0,0.23,COMPLETE
1777,1777,0.6875,2026-04-04 23:30:50.380427,2026-04-04 23:30:57.142113,0 days 00:00:06.761686,436,3,121.1,154.7,0.39,COMPLETE
1778,1778,0.6875,2026-04-04 23:30:57.155288,2026-04-04 23:31:03.801453,0 days 00:00:06.646165,278,1,122.2,154.5,0.48,COMPLETE
1779,1779,0.6875,2026-04-04 23:31:03.814593,2026-04-04 23:31:10.428534,0 days 00:00:06.613941,315,1,119.8,153.8,0.53,COMPLETE
1780,1780,0.825,2026-04-04 23:31:10.441993,2026-04-04 23:31:44.643764,0 days 00:00:34.201771,437,3,123.0,155.6,0.06,COMPLETE
1781,1781,0.6875,2026-04-04 23:31:44.656627,2026-04-04 23:31:51.810486,0 days 00:00:07.153859,485,3,121.3,148.7,0.03,COMPLETE
1782,1782,0.6875,2026-04-04 23:31:51.822630,2026-04-04 23:31:58.858618,0 days 00:00:07.035988,332,1,121.8,153.8,0.04,COMPLETE
1783,1783,0.6875,2026-04-04 23:31:58.871468,2026-04-04 23:32:06.184453,0 days 00:00:07.312985,306,2,118.9,159.8,1.9000000000000001,COMPLETE
1784,1784,0.6875,2026-04-04 23:32:06.198027,2026-04-04 23:32:13.112418,0 days 00:00:06.914391,451,2,117.2,155.6,0.45,COMPLETE
1785,1785,0.6875,2026-04-04 23:32:13.121883,2026-04-04 23:32:20.112583,0 days 00:00:06.990700,347,1,120.9,155.7,0.59,COMPLETE
1786,1786,0.825,2026-04-04 23:32:20.125269,2026-04-04 23:32:26.046619,0 days 00:00:05.921350,464,3,124.3,153.6,0.31,COMPLETE
1787,1787,0.6875,2026-04-04 23:32:26.060407,2026-04-04 23:32:32.799553,0 days 00:00:06.739146,402,1,126.1,154.7,0.41000000000000003,COMPLETE
1788,1788,0.6875,2026-04-04 23:32:32.811731,2026-04-04 23:32:39.920997,0 days 00:00:07.109266,382,2,121.6,150.8,0.48,COMPLETE
1789,1789,0.6875,2026-04-04 23:32:39.934128,2026-04-04 23:32:47.030276,0 days 00:00:07.096148,354,2,120.3,157.7,0.28,COMPLETE
1790,1790,0.825,2026-04-04 23:32:47.043441,2026-04-04 23:33:21.133917,0 days 00:00:34.090476,369,2,123.0,153.4,0.17,COMPLETE
1791,1791,0.6875,2026-04-04 23:33:21.147287,2026-04-04 23:33:27.980412,0 days 00:00:06.833125,305,1,125.2,155.5,0.65,COMPLETE
1792,1792,0.0,2026-04-04 23:33:27.990709,2026-04-04 23:33:34.723391,0 days 00:00:06.732682,383,1,122.0,154.1,0.25,COMPLETE
1793,1793,0.6875,2026-04-04 23:33:34.736353,2026-04-04 23:33:41.225681,0 days 00:00:06.489328,367,1,120.2,154.3,0.53,COMPLETE
1794,1794,0.825,2026-04-04 23:33:41.239104,2026-04-04 23:34:14.883519,0 days 00:00:33.644415,410,1,120.8,154.4,0.27,COMPLETE
1795,1795,0.6875,2026-04-04 23:34:14.896975,2026-04-04 23:34:22.150020,0 days 00:00:07.253045,218,1,120.0,152.7,0.06,COMPLETE
1796,1796,0.6875,2026-04-04 23:34:22.160203,2026-04-04 23:34:28.502220,0 days 00:00:06.342017,379,1,120.2,153.2,0.11,COMPLETE
1797,1797,0.6875,2026-04-04 23:34:28.515180,2026-04-04 23:34:35.342113,0 days 00:00:06.826933,371,2,122.7,150.9,1.95,COMPLETE
1798,1798,0.6875,2026-04-04 23:34:35.356152,2026-04-04 23:34:42.090305,0 days 00:00:06.734153,336,1,120.9,153.7,0.22,COMPLETE
1799,1799,0.825,2026-04-04 23:34:42.103670,2026-04-04 23:35:16.077813,0 days 00:00:33.974143,374,1,122.1,153.5,0.06,COMPLETE
1800,1800,0.0,2026-04-04 23:35:16.090806,2026-04-04 23:35:22.649137,0 days 00:00:06.558331,409,1,122.3,154.9,0.34,COMPLETE
1801,1801,0.825,2026-04-04 23:35:22.662127,2026-04-04 23:35:56.531350,0 days 00:00:33.869223,480,1,123.4,154.2,0.1,COMPLETE
1802,1802,0.6875,2026-04-04 23:35:56.544788,2026-04-04 23:36:03.281135,0 days 00:00:06.736347,358,1,123.4,155.0,0.68,COMPLETE
1803,1803,0.825,2026-04-04 23:36:03.294360,2026-04-04 23:36:37.231949,0 days 00:00:33.937589,358,1,123.2,156.7,0.5,COMPLETE
1804,1804,0.825,2026-04-04 23:36:37.244815,2026-04-04 23:37:11.044451,0 days 00:00:33.799636,418,1,121.6,156.1,0.59,COMPLETE
1805,1805,0.6875,2026-04-04 23:37:11.057116,2026-04-04 23:37:18.405363,0 days 00:00:07.348247,314,3,116.5,158.6,0.55,COMPLETE
1806,1806,0.6875,2026-04-04 23:37:18.419195,2026-04-04 23:37:25.683855,0 days 00:00:07.264660,388,1,122.8,154.9,0.42,COMPLETE
1807,1807,0.6875,2026-04-04 23:37:25.697699,2026-04-04 23:37:32.244774,0 days 00:00:06.547075,409,1,123.0,152.7,0.52,COMPLETE
1808,1808,0.825,2026-04-04 23:37:32.258113,2026-04-04 23:38:06.562962,0 days 00:00:34.304849,334,1,120.0,156.4,0.14,COMPLETE
1809,1809,0.825,2026-04-04 23:38:06.576383,2026-04-04 23:38:40.607600,0 days 00:00:34.031217,408,1,122.8,155.4,0.16,COMPLETE
1810,1810,0.6875,2026-04-04 23:38:40.620656,2026-04-04 23:38:47.199555,0 days 00:00:06.578899,453,1,121.7,154.5,0.7000000000000001,COMPLETE
1811,1811,0.825,2026-04-04 23:38:47.212654,2026-04-04 23:39:21.320319,0 days 00:00:34.107665,396,1,123.8,154.5,0.18,COMPLETE
1812,1812,0.6875,2026-04-04 23:39:21.333203,2026-04-04 23:39:28.177119,0 days 00:00:06.843916,401,1,121.2,154.5,0.36,COMPLETE
1813,1813,0.825,2026-04-04 23:39:28.190122,2026-04-04 23:40:24.056569,0 days 00:00:55.866447,429,1,125.8,154.1,0.01,COMPLETE
1814,1814,0.6875,2026-04-04 23:40:24.069548,2026-04-04 23:40:31.137438,0 days 00:00:07.067890,366,1,123.8,152.7,0.5,COMPLETE
1815,1815,0.825,2026-04-04 23:40:31.150059,2026-04-04 23:41:05.499553,0 days 00:00:34.349494,461,1,118.9,155.2,0.03,COMPLETE
1816,1816,0.6875,2026-04-04 23:41:05.512256,2026-04-04 23:41:12.216691,0 days 00:00:06.704435,398,1,121.3,155.7,0.33,COMPLETE
1817,1817,0.825,2026-04-04 23:41:12.230322,2026-04-04 23:41:46.232109,0 days 00:00:34.001787,367,2,123.6,155.2,0.01,COMPLETE
1818,1818,0.6875,2026-04-04 23:41:46.245347,2026-04-04 23:41:53.408931,0 days 00:00:07.163584,283,1,121.0,155.6,0.0,COMPLETE
1819,1819,0.6875,2026-04-04 23:41:53.422328,2026-04-04 23:41:59.967255,0 days 00:00:06.544927,438,1,120.5,153.3,0.43,COMPLETE
1820,1820,0.825,2026-04-04 23:41:59.980930,2026-04-04 23:42:34.077435,0 days 00:00:34.096505,381,1,120.1,155.8,0.23,COMPLETE
1821,1821,0.825,2026-04-04 23:42:34.090379,2026-04-04 23:43:08.387014,0 days 00:00:34.296635,319,1,118.4,153.2,0.01,COMPLETE
1822,1822,0.6875,2026-04-04 23:43:08.400188,2026-04-04 23:43:15.275060,0 days 00:00:06.874872,399,2,122.5,154.2,0.32,COMPLETE
1823,1823,0.6875,2026-04-04 23:43:15.288309,2026-04-04 23:43:22.358657,0 days 00:00:07.070348,321,2,118.5,154.2,0.6,COMPLETE
1824,1824,0.825,2026-04-04 23:43:22.372012,2026-04-04 23:43:38.957678,0 days 00:00:16.585666,450,1,123.9,154.3,0.42,COMPLETE
1825,1825,0.6875,2026-04-04 23:43:38.970963,2026-04-04 23:43:46.022968,0 days 00:00:07.052005,272,1,120.4,151.9,0.37,COMPLETE
1826,1826,0.6875,2026-04-04 23:43:46.035912,2026-04-04 23:43:52.623216,0 days 00:00:06.587304,365,1,118.9,153.6,0.43,COMPLETE
1827,1827,0.6875,2026-04-04 23:43:52.637442,2026-04-04 23:43:59.367105,0 days 00:00:06.729663,347,1,116.2,155.5,0.9400000000000001,COMPLETE
1828,1828,0.6875,2026-04-04 23:43:59.380460,2026-04-04 23:44:06.253104,0 days 00:00:06.872644,362,1,120.5,154.6,0.04,COMPLETE
1829,1829,0.6875,2026-04-04 23:44:06.266839,2026-04-04 23:44:12.980166,0 days 00:00:06.713327,433,1,122.8,153.9,0.4,COMPLETE
1830,1830,0.825,2026-04-04 23:44:12.993232,2026-04-04 23:44:46.942650,0 days 00:00:33.949418,416,1,122.8,156.9,0.4,COMPLETE
1831,1831,0.825,2026-04-04 23:44:46.952189,2026-04-04 23:45:20.728873,0 days 00:00:33.776684,368,1,121.8,156.0,0.32,COMPLETE
1832,1832,0.6875,2026-04-04 23:45:20.738434,2026-04-04 23:45:27.429223,0 days 00:00:06.690789,327,1,123.6,153.5,0.2,COMPLETE
1833,1833,0.6875,2026-04-04 23:45:27.442282,2026-04-04 23:45:34.010715,0 days 00:00:06.568433,362,1,120.6,154.4,0.36,COMPLETE
1834,1834,0.825,2026-04-04 23:45:34.024635,2026-04-04 23:46:08.081362,0 days 00:00:34.056727,440,2,124.7,153.6,0.48,COMPLETE
1835,1835,0.6875,2026-04-04 23:46:08.094464,2026-04-04 23:46:15.153522,0 days 00:00:07.059058,376,1,120.7,152.9,0.7000000000000001,COMPLETE
1836,1836,0.6875,2026-04-04 23:46:15.166749,2026-04-04 23:46:21.924146,0 days 00:00:06.757397,382,1,124.2,154.7,0.44,COMPLETE
1837,1837,0.6875,2026-04-04 23:46:21.938712,2026-04-04 23:46:29.118640,0 days 00:00:07.179928,481,3,123.7,148.2,0.63,COMPLETE
1838,1838,0.6875,2026-04-04 23:46:29.127918,2026-04-04 23:46:36.268407,0 days 00:00:07.140489,331,1,125.8,152.8,0.27,COMPLETE
1839,1839,0.825,2026-04-04 23:46:36.282143,2026-04-04 23:47:10.308066,0 days 00:00:34.025923,412,1,122.2,153.0,0.07,COMPLETE
1840,1840,0.825,2026-04-04 23:47:10.321818,2026-04-04 23:47:44.363222,0 days 00:00:34.041404,469,1,123.4,156.0,0.64,COMPLETE
1841,1841,0.6875,2026-04-04 23:47:44.376150,2026-04-04 23:47:51.292528,0 days 00:00:06.916378,434,1,120.1,157.8,0.38,COMPLETE
1842,1842,0.825,2026-04-04 23:47:51.305602,2026-04-04 23:48:25.303906,0 days 00:00:33.998304,447,2,117.4,156.7,0.05,COMPLETE
1843,1843,0.6875,2026-04-04 23:48:25.317555,2026-04-04 23:48:32.263162,0 days 00:00:06.945607,491,2,121.7,153.8,0.61,COMPLETE
1844,1844,0.825,2026-04-04 23:48:32.273634,2026-04-04 23:49:06.030081,0 days 00:00:33.756447,493,3,122.2,155.1,0.35000000000000003,COMPLETE
1845,1845,0.825,2026-04-04 23:49:06.043230,2026-04-04 23:49:40.325009,0 days 00:00:34.281779,408,2,122.2,157.3,0.47000000000000003,COMPLETE
1846,1846,0.6875,2026-04-04 23:49:40.337613,2026-04-04 23:49:47.232919,0 days 00:00:06.895306,374,1,123.9,152.6,0.27,COMPLETE
1847,1847,0.825,2026-04-04 23:49:47.242362,2026-04-04 23:50:21.300876,0 days 00:00:34.058514,333,1,123.3,156.0,0.27,COMPLETE
1848,1848,0.6875,2026-04-04 23:50:21.313946,2026-04-04 23:50:28.073520,0 days 00:00:06.759574,303,1,125.2,157.2,0.19,COMPLETE
1849,1849,0.671875,2026-04-04 23:50:28.086762,2026-04-04 23:50:35.333377,0 days 00:00:07.246615,485,3,124.1,150.6,0.3,COMPLETE
1850,1850,0.6875,2026-04-04 23:50:35.346490,2026-04-04 23:50:41.824349,0 days 00:00:06.477859,449,3,124.5,149.9,0.05,COMPLETE
1851,1851,0.6875,2026-04-04 23:50:41.834244,2026-04-04 23:50:48.344000,0 days 00:00:06.509756,477,3,125.5,150.5,0.29,COMPLETE
1852,1852,0.6875,2026-04-04 23:50:48.354359,2026-04-04 23:50:55.183502,0 days 00:00:06.829143,468,3,121.5,149.0,0.55,COMPLETE
1853,1853,0.6875,2026-04-04 23:50:55.196525,2026-04-04 23:51:02.958569,0 days 00:00:07.762044,494,1,113.1,156.0,1.03,COMPLETE
1854,1854,0.671875,2026-04-04 23:51:02.968289,2026-04-04 23:51:10.517444,0 days 00:00:07.549155,478,3,123.7,152.4,0.09,COMPLETE
1855,1855,0.825,2026-04-04 23:51:10.530612,2026-04-04 23:51:44.469190,0 days 00:00:33.938578,494,3,123.7,153.7,0.04,COMPLETE
1856,1856,0.825,2026-04-04 23:51:44.482837,2026-04-04 23:52:18.527146,0 days 00:00:34.044309,377,3,123.2,152.4,0.25,COMPLETE
1857,1857,0.6875,2026-04-04 23:52:18.541617,2026-04-04 23:52:25.318423,0 days 00:00:06.776806,395,1,123.4,156.2,1.2,COMPLETE
1858,1858,0.6875,2026-04-04 23:52:25.331288,2026-04-04 23:52:32.351336,0 days 00:00:07.020048,164,3,123.4,153.3,0.35000000000000003,COMPLETE
1859,1859,0.6875,2026-04-04 23:52:32.364600,2026-04-04 23:52:38.758575,0 days 00:00:06.393975,442,3,124.4,152.8,0.56,COMPLETE
1860,1860,0.6875,2026-04-04 23:52:38.767111,2026-04-04 23:52:45.243277,0 days 00:00:06.476166,428,3,123.5,151.8,0.52,COMPLETE
1861,1861,0.671875,2026-04-04 23:52:45.256042,2026-04-04 23:52:51.920796,0 days 00:00:06.664754,436,3,121.7,154.0,0.18,COMPLETE
1862,1862,0.825,2026-04-04 23:52:51.936994,2026-04-04 23:53:25.864470,0 days 00:00:33.927476,453,3,119.3,154.6,0.09,COMPLETE
1863,1863,0.825,2026-04-04 23:53:25.877833,2026-04-04 23:53:59.915752,0 days 00:00:34.037919,423,3,122.7,154.4,0.26,COMPLETE
1864,1864,0.825,2026-04-04 23:53:59.928986,2026-04-04 23:54:33.940095,0 days 00:00:34.011109,450,3,121.5,152.6,0.34,COMPLETE
1865,1865,0.6875,2026-04-04 23:54:33.953609,2026-04-04 23:54:40.785324,0 days 00:00:06.831715,465,3,124.1,152.1,0.0,COMPLETE
1866,1866,0.825,2026-04-04 23:54:40.798887,2026-04-04 23:55:14.923667,0 days 00:00:34.124780,437,1,122.7,155.7,0.16,COMPLETE
1867,1867,0.6875,2026-04-04 23:55:14.937245,2026-04-04 23:55:21.527984,0 days 00:00:06.590739,473,3,121.3,154.6,0.1,COMPLETE
1868,1868,0.825,2026-04-04 23:55:21.539237,2026-04-04 23:55:55.387734,0 days 00:00:33.848497,431,3,121.4,153.2,0.39,COMPLETE
1869,1869,0.825,2026-04-04 23:55:55.400793,2026-04-04 23:56:51.482013,0 days 00:00:56.081220,367,3,124.1,154.3,0.07,COMPLETE
1870,1870,0.6875,2026-04-04 23:56:51.494974,2026-04-04 23:56:58.115340,0 days 00:00:06.620366,471,2,122.0,154.2,0.21,COMPLETE
1871,1871,0.825,2026-04-04 23:56:58.124824,2026-04-04 23:57:05.327068,0 days 00:00:07.202244,497,3,122.5,150.9,0.21,COMPLETE
1872,1872,0.825,2026-04-04 23:57:05.340634,2026-04-04 23:58:01.025105,0 days 00:00:55.684471,495,3,124.4,153.9,0.02,COMPLETE
1873,1873,0.825,2026-04-04 23:58:01.037239,2026-04-04 23:58:24.085473,0 days 00:00:23.048234,423,3,124.2,152.3,0.11,COMPLETE
1874,1874,0.6875,2026-04-04 23:58:24.098494,2026-04-04 23:58:31.745135,0 days 00:00:07.646641,497,3,113.2,151.5,0.81,COMPLETE
1875,1875,0.6875,2026-04-04 23:58:31.758084,2026-04-04 23:58:39.546351,0 days 00:00:07.788267,282,1,123.2,148.6,0.09,COMPLETE
1876,1876,0.6875,2026-04-04 23:58:39.556891,2026-04-04 23:58:46.267469,0 days 00:00:06.710578,370,3,121.0,148.0,1.23,COMPLETE
1877,1877,0.825,2026-04-04 23:58:46.280776,2026-04-04 23:59:20.678320,0 days 00:00:34.397544,429,3,123.8,153.4,0.01,COMPLETE
1878,1878,0.6875,2026-04-04 23:59:20.692596,2026-04-04 23:59:27.359845,0 days 00:00:06.667249,402,3,121.2,155.6,0.5,COMPLETE
1879,1879,0.825,2026-04-04 23:59:27.369503,2026-04-05 00:00:01.626224,0 days 00:00:34.256721,489,3,124.7,151.6,0.32,COMPLETE
1880,1880,0.6875,2026-04-05 00:00:01.637325,2026-04-05 00:00:08.734009,0 days 00:00:07.096684,407,3,122.6,153.7,0.38,COMPLETE
1881,1881,0.6875,2026-04-05 00:00:08.747766,2026-04-05 00:00:16.144688,0 days 00:00:07.396922,164,1,125.3,150.5,1.1400000000000001,COMPLETE
1882,1882,0.825,2026-04-05 00:00:16.158167,2026-04-05 00:00:50.533876,0 days 00:00:34.375709,400,3,118.9,153.8,0.09,COMPLETE
1883,1883,0.825,2026-04-05 00:00:50.543753,2026-04-05 00:01:24.587573,0 days 00:00:34.043820,444,3,121.3,152.9,0.32,COMPLETE
1884,1884,0.825,2026-04-05 00:01:24.600999,2026-04-05 00:01:31.788905,0 days 00:00:07.187906,426,3,122.9,152.0,0.01,COMPLETE
1885,1885,0.6875,2026-04-05 00:01:31.802330,2026-04-05 00:01:38.630773,0 days 00:00:06.828443,441,3,126.0,150.1,0.2,COMPLETE
1886,1886,0.6875,2026-04-05 00:01:38.644405,2026-04-05 00:01:45.613186,0 days 00:00:06.968781,389,1,122.0,153.2,0.62,COMPLETE
1887,1887,0.6875,2026-04-05 00:01:45.623794,2026-04-05 00:01:52.531602,0 days 00:00:06.907808,459,3,126.4,153.0,0.18,COMPLETE
1888,1888,0.6875,2026-04-05 00:01:52.545281,2026-04-05 00:01:59.766889,0 days 00:00:07.221608,388,3,121.4,155.4,0.31,COMPLETE
1889,1889,0.6875,2026-04-05 00:01:59.779751,2026-04-05 00:02:06.486479,0 days 00:00:06.706728,394,3,119.9,152.4,0.21,COMPLETE
1890,1890,0.6875,2026-04-05 00:02:06.496654,2026-04-05 00:02:13.519550,0 days 00:00:07.022896,338,2,121.5,155.7,0.28,COMPLETE
1891,1891,0.825,2026-04-05 00:02:13.532874,2026-04-05 00:02:47.531066,0 days 00:00:33.998192,478,3,121.0,153.5,0.22,COMPLETE
1892,1892,0.6875,2026-04-05 00:02:47.544848,2026-04-05 00:02:54.333307,0 days 00:00:06.788459,419,3,120.0,151.5,0.11,COMPLETE
1893,1893,0.825,2026-04-05 00:02:54.346311,2026-04-05 00:03:29.499616,0 days 00:00:35.153305,427,3,123.6,156.1,0.46,COMPLETE
1894,1894,0.825,2026-04-05 00:03:29.512570,2026-04-05 00:03:34.534856,0 days 00:00:05.022286,377,1,123.3,154.5,0.2,COMPLETE
1895,1895,0.825,2026-04-05 00:03:34.548588,2026-04-05 00:04:08.672137,0 days 00:00:34.123549,350,1,118.8,154.7,0.34,COMPLETE
1896,1896,0.6875,2026-04-05 00:04:08.685335,2026-04-05 00:04:15.530019,0 days 00:00:06.844684,390,1,116.2,155.7,0.26,COMPLETE
1897,1897,0.6875,2026-04-05 00:04:15.540545,2026-04-05 00:04:23.252826,0 days 00:00:07.712281,451,3,123.9,148.5,0.31,COMPLETE
1898,1898,0.6875,2026-04-05 00:04:23.265960,2026-04-05 00:04:30.336631,0 days 00:00:07.070671,447,2,122.8,155.1,0.52,COMPLETE
1899,1899,0.6875,2026-04-05 00:04:30.349741,2026-04-05 00:04:37.383161,0 days 00:00:07.033420,265,2,126.1,156.4,0.45,COMPLETE
1900,1900,0.6875,2026-04-05 00:04:37.393198,2026-04-05 00:04:44.285053,0 days 00:00:06.891855,376,1,121.7,153.6,0.44,COMPLETE
1901,1901,0.6875,2026-04-05 00:04:44.298369,2026-04-05 00:04:51.062564,0 days 00:00:06.764195,417,2,121.7,151.1,0.37,COMPLETE
1902,1902,0.6875,2026-04-05 00:04:51.076777,2026-04-05 00:04:58.313340,0 days 00:00:07.236563,159,3,122.8,151.5,0.89,COMPLETE
1903,1903,0.6875,2026-04-05 00:04:58.325563,2026-04-05 00:05:04.961360,0 days 00:00:06.635797,430,3,125.2,151.0,0.0,COMPLETE
1904,1904,0.6875,2026-04-05 00:05:04.975694,2026-04-05 00:05:11.816032,0 days 00:00:06.840338,408,2,126.4,153.3,0.15,COMPLETE
1905,1905,0.825,2026-04-05 00:05:11.829152,2026-04-05 00:05:46.217753,0 days 00:00:34.388601,427,3,120.3,156.0,0.13,COMPLETE
1906,1906,0.825,2026-04-05 00:05:46.231721,2026-04-05 00:06:20.003113,0 days 00:00:33.771392,478,3,120.9,156.0,0.6,COMPLETE
1907,1907,0.6875,2026-04-05 00:06:20.016511,2026-04-05 00:06:27.231005,0 days 00:00:07.214494,295,1,126.2,154.8,0.07,COMPLETE
1908,1908,0.6875,2026-04-05 00:06:27.244804,2026-04-05 00:06:35.119773,0 days 00:00:07.874969,418,3,113.5,151.8,1.45,COMPLETE
1909,1909,0.825,2026-04-05 00:06:35.133062,2026-04-05 00:06:56.081228,0 days 00:00:20.948166,434,3,122.6,152.7,0.29,COMPLETE
1910,1910,0.6875,2026-04-05 00:06:56.094402,2026-04-05 00:07:02.790315,0 days 00:00:06.695913,490,3,124.4,150.9,0.2,COMPLETE
1911,1911,0.6875,2026-04-05 00:07:02.803553,2026-04-05 00:07:09.405491,0 days 00:00:06.601938,437,3,121.2,150.4,0.01,COMPLETE
1912,1912,0.825,2026-04-05 00:07:09.414685,2026-04-05 00:07:43.459772,0 days 00:00:34.045087,410,3,120.6,153.6,0.04,COMPLETE
1913,1913,0.6875,2026-04-05 00:07:43.473089,2026-04-05 00:07:50.199429,0 days 00:00:06.726340,381,1,119.2,151.2,0.36,COMPLETE
1914,1914,0.6875,2026-04-05 00:07:50.212835,2026-04-05 00:07:56.839850,0 days 00:00:06.627015,428,3,121.8,153.5,0.75,COMPLETE
1915,1915,0.671875,2026-04-05 00:07:56.853069,2026-04-05 00:08:03.261343,0 days 00:00:06.408274,436,1,121.6,154.2,0.22,COMPLETE
1916,1916,0.6875,2026-04-05 00:08:03.269451,2026-04-05 00:08:09.601251,0 days 00:00:06.331800,416,1,121.7,154.2,0.18,COMPLETE
1917,1917,0.6875,2026-04-05 00:08:09.615369,2026-04-05 00:08:17.241935,0 days 00:00:07.626566,218,3,113.7,155.9,1.44,COMPLETE
1918,1918,0.6875,2026-04-05 00:08:17.255427,2026-04-05 00:08:23.922521,0 days 00:00:06.667094,421,2,115.2,153.7,0.06,COMPLETE
1919,1919,0.6875,2026-04-05 00:08:23.936469,2026-04-05 00:08:30.849611,0 days 00:00:06.913142,486,1,120.9,154.8,0.16,COMPLETE
1920,1920,0.825,2026-04-05 00:08:30.862679,2026-04-05 00:09:04.619293,0 days 00:00:33.756614,467,1,121.1,155.9,0.48,COMPLETE
1921,1921,0.825,2026-04-05 00:09:04.632836,2026-04-05 00:09:38.648643,0 days 00:00:34.015807,497,1,118.6,153.2,0.26,COMPLETE
1922,1922,0.825,2026-04-05 00:09:38.662100,2026-04-05 00:10:12.699460,0 days 00:00:34.037360,477,1,122.1,153.6,0.19,COMPLETE
1923,1923,0.825,2026-04-05 00:10:12.709263,2026-04-05 00:10:46.769945,0 days 00:00:34.060682,443,1,118.4,153.3,0.27,COMPLETE
1924,1924,0.6875,2026-04-05 00:10:46.782888,2026-04-05 00:10:53.957159,0 days 00:00:07.174271,439,1,124.9,156.1,0.34,COMPLETE
1925,1925,0.6875,2026-04-05 00:10:53.971050,2026-04-05 00:11:00.715096,0 days 00:00:06.744046,417,1,122.9,152.1,0.27,COMPLETE
1926,1926,0.6875,2026-04-05 00:11:00.728301,2026-04-05 00:11:07.540071,0 days 00:00:06.811770,422,2,119.2,153.8,0.49,COMPLETE
1927,1927,0.6875,2026-04-05 00:11:07.549727,2026-04-05 00:11:14.121455,0 days 00:00:06.571728,372,3,117.9,154.8,0.44,COMPLETE
1928,1928,0.825,2026-04-05 00:11:14.131819,2026-04-05 00:11:47.939041,0 days 00:00:33.807222,494,3,117.5,155.9,0.37,COMPLETE
1929,1929,0.825,2026-04-05 00:11:47.952513,2026-04-05 00:12:44.310345,0 days 00:00:56.357832,455,3,125.3,153.6,0.36,COMPLETE
1930,1930,0.825,2026-04-05 00:12:44.323890,2026-04-05 00:13:18.575257,0 days 00:00:34.251367,405,2,120.4,156.1,0.02,COMPLETE
1931,1931,0.6875,2026-04-05 00:13:18.585774,2026-04-05 00:13:25.270598,0 days 00:00:06.684824,403,1,121.3,152.8,0.25,COMPLETE
1932,1932,0.6875,2026-04-05 00:13:25.283749,2026-04-05 00:13:31.744807,0 days 00:00:06.461058,483,3,122.4,152.4,0.62,COMPLETE
1933,1933,0.6875,2026-04-05 00:13:31.758672,2026-04-05 00:13:38.535871,0 days 00:00:06.777199,320,1,121.3,150.8,0.01,COMPLETE
1934,1934,0.6875,2026-04-05 00:13:38.549732,2026-04-05 00:13:45.537431,0 days 00:00:06.987699,289,1,117.2,155.9,0.42,COMPLETE
1935,1935,0.6875,2026-04-05 00:13:45.550907,2026-04-05 00:13:52.744216,0 days 00:00:07.193309,310,3,124.7,157.6,1.32,COMPLETE
